,SCH_NAME,LSTREET1,LCITY,LSTATE,LZIP,VIRTUAL,TOTFRL,TOTAL,WH,FTE,LATCOD,LONCOD,ULOCALE,STUTERATIO,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,SCHOOL_LEVEL
30579,James H. Harrison Elementary,13200 Larchdale Rd,Laurel,MD,20708,Supplemental Virtual,215.0,304.0,10.0,30.7000007629395,39.0722,-76.8625,21-Suburb: Large,9.9,Regular school,Currently operational ,Elementary
30580,James McHenry Elementary,8909 Mchenry Ln,Lanham,MD,20706,Supplemental Virtual,623.0,754.0,13.0,47.4000015258789,38.9589,-76.8508,21-Suburb: Large,15.91,Regular school,Currently operational ,Elementary
30581,James Ryder Randall Elementary,5410 Kirby Rd,Clinton,MD,20735,Supplemental Virtual,180.0,271.0,6.0,24.7999992370605,38.783145000000005,-76.91384599999999,21-Suburb: Large,10.93,Regular school,Currently operational ,Elementary
30582,John H. Bayne Elementary,7010 Walker Mill Rd,Capitol Heights,MD,20743,Supplemental Virtual,352.0,375.0,2.0,23.399999618530302,38.8726,-76.885,21-Suburb: Large,16.03,Regular school,Currently operational ,Elementary
30583,Kenilworth Elementary,12520 Kembridge Dr,Bowie,MD,20715,Supplemental Virtual,128.0,375.0,95.0,32.2000007629395,38.959229,-76.734712,21-Suburb: Large,11.65,Regular school,Currently operational ,Elementary
30584,Kettering Elementary,11000 Layton St,Upper Marlboro,MD,20774,Supplemental Virtual,257.0,386.0,4.0,24.0,38.891271,-76.814408,21-Suburb: Large,16.08,Regular school,Currently operational ,Elementary
30585,Lamont Elementary,7101 Good Luck Rd,New Carrollton,MD,20784,Supplemental Virtual,402.0,493.0,27.0,33.5999984741211,38.9743,-76.8833,21-Suburb: Large,14.67,Regular school,Currently operational ,Elementary
30586,Langley Park/McCormick Elementary,8201 15th Ave,Hyattsville,MD,20783,Supplemental Virtual,731.0,783.0,6.0,63.4000015258789,38.994,-76.98100000000001,21-Suburb: Large,12.35,Regular school,Currently operational ,Elementary
30587,Largo High,505 Largo Rd,Upper Marlboro,MD,20774,Supplemental Virtual,547.0,909.0,6.0,62.0,38.88675,-76.81982099999999,21-Suburb: Large,14.66,Regular school,Currently operational ,High
30588,Laurel Elementary,516 Montgomery St,Laurel,MD,20707,Supplemental Virtual,437.0,570.0,27.0,42.9000015258789,39.1049,-76.8525,21-Suburb: Large,13.29,Regular school,Currently operational ,Elementary
30589,Laurel High,8000 Cherry Ln,Laurel,MD,20707,Supplemental Virtual,1255.0,1986.0,71.0,111.0,39.0943,-76.8676,21-Suburb: Large,17.89,Regular school,Currently operational ,High
30590,Lewisdale Elementary,2400 Banning Pl,Hyattsville,MD,20783,Supplemental Virtual,499.0,614.0,4.0,44.9000015258789,38.9748,-76.9682,21-Suburb: Large,13.67,Regular school,Currently operational ,Elementary
30591,Longfields Elementary,3300 Newkirk Ave,Forestville,MD,20747,Supplemental Virtual,225.0,305.0,9.0,21.7000007629395,38.8447,-76.8804,21-Suburb: Large,14.06,Regular school,Currently operational ,Elementary
30592,Isaac J. Gourdine Middle,8700 Allentown Rd,Fort Washington,MD,20744,Supplemental Virtual,387.0,607.0,12.0,54.5,38.7697,-76.9514,21-Suburb: Large,11.14,Regular school,Currently operational ,Middle
30593,Magnolia Elementary,8400 Nightingale Dr,Lanham,MD,20706,Supplemental Virtual,340.0,513.0,16.0,33.0,38.9843,-76.8625,21-Suburb: Large,15.55,Regular school,Currently operational ,Elementary
30594,Marlton Elementary,8506 Old Colony Dr S,Upper Marlboro,MD,20772,Supplemental Virtual,135.0,297.0,2.0,22.7000007629395,38.7724,-76.7891,21-Suburb: Large,13.08,Regular school,Currently operational ,Elementary
30595,Martin Luther King Jr. Middle,4545 Ammendale Rd,Beltsville,MD,20705,Supplemental Virtual,626.0,981.0,31.0,56.0,39.0549,-76.9093,21-Suburb: Large,17.52,Regular school,Currently operational ,Middle
30596,Mattaponi Elementary,11701 Duley Station Rd,Upper Marlboro,MD,20772,Supplemental Virtual,137.0,352.0,18.0,24.399999618530302,38.7484,-76.8057,41-Rural: Fringe,14.43,Regular school,Currently operational ,Elementary
30597,Melwood Elementary,7100 Woodyard Rd,Upper Marlboro,MD,20772,Supplemental Virtual,242.0,430.0,20.0,31.0,38.7908,-76.8381,21-Suburb: Large,13.87,Regular school,Currently operational ,Elementary
30598,Montpelier Elementary,9200 Muirkirk Rd,Laurel,MD,20708,Supplemental Virtual,384.0,577.0,15.0,39.4000015258789,39.053938,-76.84594,21-Suburb: Large,14.64,Regular school,Currently operational ,Elementary
30599,Mt Rainier Elementary,4011 32nd St,Mt Rainier,MD,20712,Supplemental Virtual,250.0,328.0,30.0,23.399999618530302,38.9389,-76.9629,21-Suburb: Large,14.02,Regular school,Currently operational ,Elementary
30600,Nicholas Orem Middle,6100 Editors Park Dr,Hyattsville,MD,20782,Supplemental Virtual,1022.0,1139.0,18.0,78.5,38.9643,-76.9603,21-Suburb: Large,14.51,Regular school,Currently operational ,Middle
30601,North Forestville Elementary,2311 Ritchie Rd,Forestville,MD,20747,Supplemental Virtual,192.0,253.0,4.0,23.5,38.8573,-76.874,21-Suburb: Large,10.77,Regular school,Currently operational ,Elementary
30602,Northwestern High,7000 Adelphi Rd,Hyattsville,MD,20782,Supplemental Virtual,1783.0,2313.0,49.0,151.0,38.9748,-76.9545,21-Suburb: Large,15.32,Regular school,Currently operational ,High
30603,Oaklands Elementary,13710 Laurel Bowie Rd,Laurel,MD,20708,Supplemental Virtual,307.0,358.0,8.0,26.7000007629395,39.078887,-76.849428,21-Suburb: Large,13.41,Regular school,Currently operational ,Elementary
30604,Overlook Elementary,3298 Curtis Dr,Temple Hills,MD,20748,Supplemental Virtual,125.0,349.0,5.0,28.5,38.8486,-76.9503,21-Suburb: Large,12.25,Regular school,Currently operational ,Elementary
30605,Oxon Hill Elementary,7701 Livingston Rd,Oxon Hill,MD,20745,Supplemental Virtual,173.0,228.0,9.0,21.600000381469698,38.7841,-76.9931,21-Suburb: Large,10.56,Regular school,Currently operational ,Elementary
30606,Oxon Hill High,6701 Leyte Dr,Oxon Hill,MD,20745,Supplemental Virtual,749.0,1467.0,36.0,89.0,38.797106,-76.994343,21-Suburb: Large,16.48,Regular school,Currently operational ,High
30607,Paint Branch Elementary,5101 Pierce Ave,College Park,MD,20740,Supplemental Virtual,273.0,376.0,43.0,50.7999992370605,38.9868,-76.9262,21-Suburb: Large,7.4,Regular school,Currently operational ,Elementary
30608,Parkdale High,6001 Good Luck Rd,Riverdale,MD,20737,Supplemental Virtual,1896.0,2453.0,80.0,153.100006103516,38.9701,-76.9044,21-Suburb: Large,16.02,Regular school,Currently operational ,High
30609,Patuxent Elementary,4410 Bishopmill Dr,Upper Marlboro,MD,20772,Supplemental Virtual,133.0,284.0,4.0,19.6000003814697,38.8275,-76.7097,21-Suburb: Large,14.49,Regular school,Currently operational ,Elementary
30610,Phyllis E. Williams Elementary,9601 Prince Pl,Upper Marlboro,MD,20774,Supplemental Virtual,111.0,392.0,16.0,31.5,38.889468,-76.83960400000001,21-Suburb: Large,12.44,Regular school,Currently operational ,Elementary
30611,Pointer Ridge Elementary,1110 Parkington Ln,Bowie,MD,20716,Supplemental Virtual,148.0,305.0,18.0,19.0,38.9051,-76.7285,21-Suburb: Large,16.05,Regular school,Currently operational ,Elementary
30612,Potomac Landing Elementary,12500 Fort Washington Rd,Fort Washington,MD,20744,Supplemental Virtual,194.0,412.0,14.0,27.5,38.7184,-77.0042,21-Suburb: Large,14.98,Regular school,Currently operational ,Elementary
30613,Potomac High,5211 Boydell Ave,Oxon Hill,MD,20745,Supplemental Virtual,900.0,1187.0,10.0,87.0,38.8211,-76.9772,21-Suburb: Large,13.64,Regular school,Currently operational ,High
30615,Highland Park Elementary,6501 Lowland Dr,Landover,MD,20785,Supplemental Virtual,189.0,251.0,1.0,19.6000003814697,38.903436,-76.89383199999999,21-Suburb: Large,12.81,Regular school,Currently operational ,Elementary
30616,Princeton Elementary,6101 Baxter Dr,Suitland,MD,20746,Supplemental Virtual,226.0,286.0,2.0,22.2999992370605,38.813407,-76.902283,21-Suburb: Large,12.83,Regular school,Currently operational ,Elementary
30617,Judge Sylvania W. Woods Sr. Elementary,3000 Church St,Glenarden,MD,20706,Supplemental Virtual,637.0,723.0,13.0,51.9000015258789,38.932657,-76.872625,21-Suburb: Large,13.93,Regular school,Currently operational ,Elementary
30618,Ridgecrest Elementary,6120 Riggs Rd,Hyattsville,MD,20783,Supplemental Virtual,601.0,666.0,4.0,48.7999992370605,38.966232,-76.98905500000001,21-Suburb: Large,13.65,Regular school,Currently operational ,Elementary
30619,Cesar Chavez Elementary,6609 Riggs Rd,Hyattsville,MD,20782,Supplemental Virtual,220.0,371.0,44.0,28.100000381469698,38.9692,-76.9813,21-Suburb: Large,13.2,Regular school,Currently operational ,Elementary
30620,Riverdale Elementary,5006 Riverdale Rd,Riverdale,MD,20737,Supplemental Virtual,585.0,654.0,11.0,50.0999984741211,38.9613,-76.9284,21-Suburb: Large,13.05,Regular school,Currently operational ,Elementary
30621,Robert Frost Elementary,6419 85th Ave,New Carrollton,MD,20784,Supplemental Virtual,221.0,275.0,13.0,24.2000007629395,38.976067,-76.87527800000001,21-Suburb: Large,11.36,Regular school,Currently operational ,Elementary
30622,Rockledge Elementary,7701 Laurel Bowie Rd,Bowie,MD,20715,Supplemental Virtual,153.0,345.0,54.0,20.8999996185303,38.9966,-76.7577,21-Suburb: Large,16.51,Regular school,Currently operational ,Elementary
30623,Rogers Heights Elementary,4301 58th Ave,Bladensburg,MD,20710,Supplemental Virtual,637.0,740.0,10.0,52.0999984741211,38.945,-76.9127,21-Suburb: Large,14.2,Regular school,Currently operational ,Elementary
30624,Rose Valley Elementary,9800 Jacqueline Dr,Fort Washington,MD,20744,Supplemental Virtual,201.0,324.0,6.0,23.7999992370605,38.7549,-76.96,21-Suburb: Large,13.61,Regular school,Currently operational ,Elementary
30625,Samuel Chase Elementary,5700 Fisher Rd,Temple Hills,MD,20748,Supplemental Virtual,274.0,301.0,1.0,22.0,38.8096,-76.9516,21-Suburb: Large,13.68,Regular school,Currently operational ,Elementary
30626,Samuel Ogle Middle,4111 Chelmont Ln,Bowie,MD,20715,Supplemental Virtual,355.0,826.0,105.0,50.0,38.9935,-76.7414,21-Suburb: Large,16.52,Regular school,Currently operational ,Middle
30627,Seabrook Elementary,6001 Seabrook Rd,Seabrook,MD,20706,Supplemental Virtual,255.0,330.0,5.0,22.600000381469698,38.967838,-76.841177,21-Suburb: Large,14.6,Regular school,Currently operational ,Elementary
30628,Seat Pleasant Elementary,6411 G St,Capital Heights,MD,20743,Supplemental Virtual,328.0,345.0,7.0,34.0999984741211,38.8972,-76.907,21-Suburb: Large,10.12,Regular school,Currently operational ,Elementary
30629,Springhill Lake Elementary,6060 Springhill Dr,Greenbelt,MD,20770,Supplemental Virtual,732.0,815.0,11.0,71.5999984741211,39.0061,-76.9028,21-Suburb: Large,11.38,Regular school,Currently operational ,Elementary
30630,Suitland High,5200 Silver Hill Rd,Suitland,MD,20746,Supplemental Virtual,1369.0,2047.0,28.0,133.0,38.853645,-76.917277,21-Suburb: Large,15.39,Regular school,Currently operational ,High
30631,Surrattsville High,6101 Garden Dr,Clinton,MD,20735,Supplemental Virtual,367.0,673.0,11.0,52.0,38.7622,-76.9012,21-Suburb: Large,12.94,Regular school,Currently operational ,High
30632,Tayac Elementary,8600 Allentown Rd,Fort Washington,MD,20744,Supplemental Virtual,220.0,336.0,6.0,19.7000007629395,38.771,-76.9505,21-Suburb: Large,17.06,Regular school,Currently operational ,Elementary
30633,Templeton Elementary,6001 Carters Ln,Riverdale,MD,20737,Supplemental Virtual,813.0,917.0,40.0,65.90000152587889,38.952514,-76.91459300000001,21-Suburb: Large,13.92,Regular school,Currently operational ,Elementary
30634,Thomas G. Pullen School,700 Brightseat Rd,Landover,MD,20785,Supplemental Virtual,356.0,743.0,21.0,50.0,38.899871999999995,-76.854447,21-Suburb: Large,14.86,Regular school,Currently operational ,Elementary
30635,Thomas Johnson Middle,5401 Barker Pl,Lanham,MD,20706,Supplemental Virtual,995.0,1282.0,30.0,84.0,38.9606,-76.8411,21-Suburb: Large,15.26,Regular school,Currently operational ,Middle
30636,Thomas S. Stone Elementary,4500 34th St,Mt Rainier,MD,20712,Supplemental Virtual,406.0,466.0,12.0,40.7999992370605,38.9459,-76.9627,21-Suburb: Large,11.42,Regular school,Currently operational ,Elementary
30637,Tulip Grove Elementary,2909 Trainor Ln,Bowie,MD,20715,Supplemental Virtual,105.0,335.0,88.0,23.5,38.9685,-76.7504,21-Suburb: Large,14.26,Regular school,Currently operational ,Elementary
30638,University Park Elementary,4315 Underwood St,Hyattsville,MD,20782,Supplemental Virtual,231.0,467.0,122.0,35.5999984741211,38.9706,-76.9435,21-Suburb: Large,13.12,Regular school,Currently operational ,Elementary
30639,Valley View Elementary,5500 Danby Ave,Oxon Hill,MD,20745,Supplemental Virtual,299.0,377.0,8.0,28.2000007629395,38.8117,-76.9761,21-Suburb: Large,13.37,Regular school,Currently operational ,Elementary
30640,Waldon Woods Elementary,10301 Thrift Rd,Clinton,MD,20735,Supplemental Virtual,333.0,559.0,9.0,30.399999618530302,38.7488,-76.9003,21-Suburb: Large,18.39,Regular school,Currently operational ,Elementary
30641,Rosaryville Elementary,9925 Rosaryville Rd,Upper Marlboro,MD,20772,Supplemental Virtual,200.0,404.0,13.0,38.4000015258789,38.7589,-76.8202,21-Suburb: Large,10.52,Regular school,Currently operational ,Elementary
30642,Robert R. Gray Elementary,4949 Addison Rd,Capital Heights,MD,20743,Supplemental Virtual,275.0,349.0,4.0,29.600000381469698,38.9088,-76.9224,21-Suburb: Large,11.79,Regular school,Currently operational ,Elementary
30643,William Beanes Elementary,5108 Dianna Dr,Suitland,MD,20746,Supplemental Virtual,380.0,428.0,7.0,30.7999992370605,38.8405,-76.9189,21-Suburb: Large,13.9,Regular school,Currently operational ,Elementary
30644,William Wirt Middle,6200 Tuckerman St,Riverdale,MD,20737,Supplemental Virtual,1164.0,1280.0,25.0,90.0,38.9671,-76.9098,21-Suburb: Large,14.22,Regular school,Currently operational ,Middle
30645,Woodmore Elementary,12500 Woodmore Rd,Mitchellville,MD,20721,Supplemental Virtual,191.0,460.0,10.0,31.5,38.926,-76.7889,21-Suburb: Large,14.6,Regular school,Currently operational ,Elementary
30646,Dodge Park Elementary,3401 Hubbard Rd,Landover,MD,20785,Supplemental Virtual,480.0,551.0,19.0,38.2999992370605,38.9333,-76.8755,21-Suburb: Large,14.39,Regular school,Currently operational ,Elementary
30647,G. James Gholson Middle,900 Nalley Rd,Landover,MD,20785,Supplemental Virtual,790.0,949.0,7.0,60.5,38.902936,-76.87543199999999,21-Suburb: Large,15.69,Regular school,Currently operational ,Middle
30648,Lake Arbor Elementary,10205 Lake Arbor Way,Mitchellville,MD,20721,Supplemental Virtual,324.0,529.0,2.0,36.5,38.9037,-76.8293,21-Suburb: Large,14.49,Regular school,Currently operational ,Elementary
30649,Cora L. Rice Elementary,950 Nalley Rd,Landover,MD,20785,Supplemental Virtual,442.0,606.0,6.0,34.7000007629395,38.903407,-76.875796,21-Suburb: Large,17.46,Regular school,Currently operational ,Elementary
30650,Ernest Everett Just Middle,1300 Campus Way N,Mitchellville,MD,20721,Supplemental Virtual,468.0,802.0,7.0,58.0,38.9071,-76.8301,21-Suburb: Large,13.83,Regular school,Currently operational ,Middle
30651,Dora Kennedy French Immersion,8950 Edmonston Rd,Greenbelt,MD,20770,Supplemental Virtual,194.0,654.0,90.0,48.0,38.99719,-76.90218399999999,21-Suburb: Large,13.63,Regular school,Currently operational ,Elementary
30652,Robert Goddard Montessori,9850 Good Luck Rd,Seabrook,MD,20706,Supplemental Virtual,181.0,504.0,111.0,32.0,38.9879,-76.8421,21-Suburb: Large,15.75,Regular school,Currently operational ,Elementary
30653,Mary Harris,2405 Tecumseh St,Adelphi,MD,20783,Supplemental Virtual,891.0,991.0,6.0,76.0,38.9999,-76.9661,21-Suburb: Large,13.04,Regular school,Currently operational ,Elementary
30654,Berwyn Heights Elementary,6200 Pontiac St,Berwyn Heights,MD,20740,Supplemental Virtual,325.0,447.0,55.0,33.0999984741211,38.992,-76.9095,21-Suburb: Large,13.5,Regular school,Currently operational ,Elementary
30655,Port Towns Elementary,4351 58th Ave,Bladensburg,MD,20710,Supplemental Virtual,871.0,982.0,14.0,72.5,38.9464,-76.9114,21-Suburb: Large,13.54,Regular school,Currently operational ,Elementary
30657,Woodridge Elementary,5001 Flintridge Dr,Hyattsville,MD,20784,Supplemental Virtual,275.0,314.0,7.0,24.7000007629395,38.950576,-76.891584,21-Suburb: Large,12.71,Regular school,Currently operational ,Elementary
30660,Suitland Elementary,4650 Towne Park Rd,Suitland,MD,20746,Supplemental Virtual,460.0,503.0,3.0,43.2999992370605,38.852913,-76.927269,21-Suburb: Large,11.62,Regular school,Currently operational ,Elementary
30661,Whitehall Elementary,3901 Woodhaven Ln,Bowie,MD,20715,Supplemental Virtual,149.0,577.0,134.0,35.4000015258789,38.9895,-76.7515,21-Suburb: Large,16.3,Regular school,Currently operational ,Elementary
30662,William W. Hall Academy,5200 Marlboro Pk,Capitol Heights,MD,20743,Supplemental Virtual,446.0,558.0,11.0,38.5,38.8707,-76.9182,21-Suburb: Large,14.49,Regular school,Currently operational ,Elementary
30664,Benjamin Stoddert Middle,2501 Olson St,Temple Hills,MD,20748,Supplemental Virtual,492.0,614.0,2.0,47.5,38.8303,-76.9477,21-Suburb: Large,12.93,Regular school,Currently operational ,Middle
30665,Thurgood Marshall Middle School,4909 Brinkley Rd,Temple Hills,MD,20748,Supplemental Virtual,596.0,762.0,5.0,49.5,38.8013,-76.9222,21-Suburb: Large,15.39,Regular school,Currently operational ,Middle
30666,Stephen Decatur Middle,8200 Pinewood Dr,Clinton,MD,20735,Supplemental Virtual,476.0,782.0,20.0,54.5,38.7769,-76.9083,21-Suburb: Large,14.35,Regular school,Currently operational ,Middle
30667,Oxon Hill Middle,9570 Fort Foote Rd,Fort Washington,MD,20744,Supplemental Virtual,719.0,922.0,24.0,57.0,38.7615,-77.0141,21-Suburb: Large,16.18,Regular school,Currently operational ,Middle
30668,Kettering Middle,65 Herrington Dr,Upper Marlboro,MD,20774,Supplemental Virtual,508.0,875.0,8.0,62.0,38.894736,-76.810989,21-Suburb: Large,14.11,Regular school,Currently operational ,Middle
30669,Kenmoor Middle,2500 Kenmoor Dr,Landover,MD,20785,Supplemental Virtual,706.0,962.0,42.0,75.5,38.9253,-76.8674,21-Suburb: Large,12.74,Regular school,Currently operational ,Middle
30670,Glenn Dale Elementary,6700 Glenn Dale Rd,Glenn Dale,MD,20769,Supplemental Virtual,368.0,571.0,32.0,46.7999992370605,38.9813,-76.8166,21-Suburb: Large,12.2,Regular school,Currently operational ,Elementary
30671,James Madison Middle,7300 Woodyard Rd,Upper Marlboro,MD,20772,Supplemental Virtual,451.0,895.0,19.0,52.5,38.788732,-76.84071,21-Suburb: Large,17.05,Regular school,Currently operational ,Middle
30672,Walker Mill Middle,800 Karen Blvd,Capitol Heights,MD,20743,Supplemental Virtual,527.0,760.0,13.0,47.5,38.876878999999995,-76.885739,21-Suburb: Large,16.0,Regular school,Currently operational ,Middle
30673,Glenridge Elementary,7200 Gallatin St,Landover Hills,MD,20784,Supplemental Virtual,621.0,730.0,26.0,52.9000015258789,38.9521,-76.8898,21-Suburb: Large,13.8,Regular school,Currently operational ,Elementary
30674,Excel Academy Public Charter,7910 Scott Rd,Landover,MD,20785,Supplemental Virtual,277.0,430.0,2.0,30.0,38.92113,-76.869101,21-Suburb: Large,14.33,Regular school,Currently operational ,Elementary
30675,Dr. Henry A. Wise Jr. High,12650 Brooke Ln,Upper Marlboro,MD,20772,Supplemental Virtual,1100.0,2294.0,44.0,127.0,38.834,-76.7878,21-Suburb: Large,18.06,Regular school,Currently operational ,High
30676,Middleton Valley Academy,4815 Dalton Street,Camp Springs,MD,20478,Supplemental Virtual,223.0,287.0,4.0,25.0,38.810161,-76.923691,21-Suburb: Large,11.48,Regular school,Currently operational ,Elementary
30677,Maya Angelou French Immersion,2000 Callaway St,Temple Hills,MD,20748,Supplemental Virtual,183.0,463.0,7.0,39.0,38.834348999999996,-76.968506,21-Suburb: Large,11.87,Regular school,Currently operational ,Elementary
30678,Samuel P. Massie Academy,3301 Regency Pkwy,Forestville,MD,20747,Supplemental Virtual,433.0,564.0,4.0,42.0,38.8448,-76.9076,21-Suburb: Large,13.43,Regular school,Currently operational ,Elementary
30679,Panorama Elementary,2002 Callaway St,Temple Hills,MD,20748,Supplemental Virtual,376.0,529.0,4.0,38.2000007629395,38.8356,-76.9697,21-Suburb: Large,13.85,Regular school,Currently operational ,Elementary
30680,Rosa L. Parks Elementary,6111 Ager Rd,Hyattsville,MD,20782,Supplemental Virtual,525.0,597.0,14.0,46.5,38.9656,-76.9724,21-Suburb: Large,12.84,Regular school,Currently operational ,Elementary
30681,Imagine Foundations at Leeland PCS,14111 Oak Grove Rd,Upper Marlboro,MD,20774,Supplemental Virtual,180.0,467.0,4.0,29.0,38.873988,-76.760595,21-Suburb: Large,16.1,Regular school,Currently operational ,Elementary
30682,Northview Elementary,3700 Northview Dr,Bowie,MD,20716,Supplemental Virtual,291.0,598.0,42.0,38.0,38.940057,-76.743718,21-Suburb: Large,15.74,Regular school,Currently operational ,Elementary
30683,Imagine Lincoln Public Charter,4207 Norcross St,Temple Hills,MD,20748,Supplemental Virtual,257.0,393.0,1.0,26.0,38.830289,-76.950053,21-Suburb: Large,15.12,Regular school,Currently operational ,Elementary
30684,Vansville Elementary,6813 Ammendale Rd,Beltsville,MD,20705,Supplemental Virtual,377.0,732.0,30.0,47.0999984741211,39.046433,-76.88776899999999,21-Suburb: Large,15.54,Regular school,Currently operational ,Elementary
30685,Andrew Jackson Academy,3500 Regency Pkwy,Forestville,MD,20747,Supplemental Virtual,471.0,499.0,7.0,34.0,38.840964,-76.90831800000001,21-Suburb: Large,14.68,Regular school,Currently operational ,Elementary
30686,Benjamin D. Foulois Academy,4601 Beauford Rd,Morningside,MD,20746,Supplemental Virtual,192.0,540.0,4.0,40.0,38.826719,-76.886503,21-Suburb: Large,13.5,Regular school,Currently operational ,Elementary
30687,Accokeek Academy,14400 Berry Rd,Accokeek,MD,20607,Supplemental Virtual,650.0,1543.0,57.0,91.0,38.68788,-76.978821,41-Rural: Fringe,16.96,Regular school,Currently operational ,Elementary
30688,Barack Obama Elementary,12700 Brooke Ln,Upper Marlboro,MD,20772,Supplemental Virtual,350.0,743.0,6.0,44.0,38.83409,-76.786406,21-Suburb: Large,16.89,Regular school,Currently operational ,Elementary
30689,Imagine Andrews Public Charter,4701 San Antonio Blvd,Andrews Afb,MD,20762,Supplemental Virtual,124.0,433.0,60.0,27.0,38.79755,-76.893784,21-Suburb: Large,16.04,Regular school,Currently operational ,Elementary
30690,Academy of Health Sciences at PGCC,301 Largo Rd,Largo,MD,20774,Supplemental Virtual,194.0,534.0,22.0,23.5,38.886849,-76.830282,21-Suburb: Large,22.72,Regular school,Currently operational ,High
30691,Imagine Foundations at Morningside PCS,6900 Ames St,Morningside,MD,20746,Supplemental Virtual,220.0,405.0,3.0,28.0,38.82929,-76.886093,21-Suburb: Large,14.46,Regular school,Currently operational ,Elementary
30692,Chesapeake Math and IT Public Charter,14800 Sweitzer Ln,Laurel,MD,20707,Supplemental Virtual,626.0,1683.0,56.0,91.0,39.092568,-76.900296,21-Suburb: Large,18.49,Regular school,Currently operational ,Other
30693,College Park Academy,5751 Rivertech Ct,Riverdale,MD,20737,Supplemental Virtual,315.0,677.0,55.0,34.0,38.968034,-76.9274,21-Suburb: Large,19.91,Regular school,Currently operational ,High
30694,Edward M. Felegy ES,6110 Editors Park Dr,Hyattsville,MD,20782,Supplemental Virtual,613.0,738.0,22.0,60.0,38.964175,-76.963572,21-Suburb: Large,12.3,Regular school,Currently operational ,Elementary
30695,Chesapeake Math and IT South Public Charter,9822 Fallard Ct,Upper Marlboro,MD,20772,Supplemental Virtual,446.0,1393.0,13.0,79.0,38.80693,-76.839752,21-Suburb: Large,17.63,Regular school,Currently operational ,Other
30697,International High school @ Largo,505 Largo Rd,Upper Marlboro,MD,20772,Supplemental Virtual,302.0,373.0,2.0,27.5,38.886615,-76.820025,21-Suburb: Large,13.56,Regular school,Currently operational ,High
30698,International High School @ Langley Park,5150 Annapolis Rd,Bladensburg,MD,20710,Supplemental Virtual,297.0,317.0,5.0,24.0,38.940125,-76.930972,21-Suburb: Large,13.21,Regular school,Currently operational ,High
30700,Legend Public Charter School,9700 Philadelphia Court,Lanham,MD,20706,Supplemental Virtual,220.0,592.0,4.0,26.0,38.96161,-76.837971,21-Suburb: Large,22.77,Regular school,New school,Elementary
30701,Charles Herbert Flowers High,10001 Ardwick-Ardmore Rd,Springdale,MD,20774,Supplemental Virtual,1273.0,2342.0,15.0,115.0,38.9315,-76.835,21-Suburb: Large,20.37,Regular school,Currently operational ,High
30702,Gladys Noon Spellman Elementary,3324 64th Ave,Cheverly,MD,20785,Supplemental Virtual,426.0,510.0,25.0,34.2999992370605,38.9308,-76.9074,21-Suburb: Large,14.87,Regular school,Currently operational ,Elementary
30703,Bayside Elementary School,301 Church St,Stevensville,MD,21666,Supplemental Virtual,103.0,393.0,290.0,27.0,38.982093,-76.307331,21-Suburb: Large,14.56,Regular school,Currently operational ,Elementary
30704,Kennard Elementary School,420 Little Kidwell Ave,Centreville,MD,21617,Supplemental Virtual,110.0,446.0,352.0,30.0,39.0379,-76.0641,31-Town: Fringe,14.87,Regular school,Currently operational ,Elementary
30705,Kent Island High School,900 Love Point Rd,Stevensville,MD,21666,Supplemental Virtual,220.0,1174.0,952.0,75.0,38.991231,-76.30957099999999,21-Suburb: Large,15.65,Regular school,Currently operational ,High
30706,Centreville Middle School,231 Ruthsburg Rd,Centreville,MD,21617,Supplemental Virtual,135.0,549.0,443.0,35.0,39.0341,-76.0503,41-Rural: Fringe,15.69,Regular school,Currently operational ,Middle
30707,Centreville Elementary School,213 Homewood Ave,Centreville,MD,21617,Supplemental Virtual,148.0,517.0,389.0,31.0,39.048555,-76.0702,31-Town: Fringe,16.68,Regular school,Currently operational ,Elementary
30708,Church Hill Elementary School,631 Main St,Church Hill,MD,21623,Supplemental Virtual,101.0,252.0,177.0,20.6000003814697,39.1474,-75.9807,42-Rural: Distant,12.23,Regular school,Currently operational ,Elementary
30709,Grasonville Elementary School,5435 Main St,Grasonville,MD,21638,Supplemental Virtual,155.0,426.0,295.0,30.0,38.961999999999996,-76.1888,21-Suburb: Large,14.2,Regular school,Currently operational ,Elementary
30710,Kent Island Elementary School,110 Elementary Way,Stevensville,MD,21666,Supplemental Virtual,82.0,370.0,302.0,27.0,38.9798,-76.3082,21-Suburb: Large,13.7,Regular school,Currently operational ,Elementary
30711,Queen Anne's County High School,125 Ruthsburg Rd,Centreville,MD,21617,Supplemental Virtual,340.0,1210.0,938.0,78.0,39.037122,-76.05329499999999,41-Rural: Fringe,15.51,Regular school,Currently operational ,High
30712,Stevensville Middle School,610 Main St,Stevensville,MD,21666,Supplemental Virtual,153.0,522.0,411.0,34.0,38.9775,-76.3088,21-Suburb: Large,15.35,Regular school,Currently operational ,Middle
30713,Sudlersville Elementary School,300 S Church Street,Sudlersville,MD,21668,Supplemental Virtual,192.0,297.0,150.0,23.399999618530302,39.1833,-75.8593,42-Rural: Distant,12.69,Regular school,Currently operational ,Elementary
30714,Sudlersville Middle School,600 Charles Street,Sudlersville,MD,21668,Supplemental Virtual,213.0,443.0,303.0,33.0,39.182483000000005,-75.85248299999999,42-Rural: Distant,13.42,Regular school,Currently operational ,Middle
