,SCH_NAME,LSTREET1,LCITY,LSTATE,LZIP,VIRTUAL,TOTFRL,TOTAL,WH,FTE,LATCOD,LONCOD,ULOCALE,STUTERATIO,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,SCHOOL_LEVEL
30715,Matapeake Elementary School,651 Romancoke Rd,Stevensville,MD,21666,Supplemental Virtual,80.0,415.0,358.0,28.5200004577637,38.9622,-76.3352,41-Rural: Fringe,14.55,Regular school,Currently operational ,Elementary
30716,Matapeake Middle School,671 Romancoke Road,Stevensville,MD,21666,Supplemental Virtual,73.0,381.0,309.0,25.0,38.9606,-76.3346,41-Rural: Fringe,15.24,Regular school,Currently operational ,Middle
30717,Crisfield Academy and High School,210 N Somerset Avenue,Crisfield,MD,21817,Supplemental Virtual,185.0,401.0,229.0,28.1399993896484,37.986894,-75.843653,32-Town: Distant,14.25,Regular school,Currently operational ,High
30718,Deal Island School,23275 Lola Wheatley Rd,Deal Island,MD,21821,Supplemental Virtual,41.0,121.0,98.0,8.449999809265138,38.1569,-75.9472,42-Rural: Distant,14.32,Regular school,Currently operational ,Elementary
30719,Washington Academy and High School,10902 Old Princess Anne Rd,Princess Anne,MD,21853,Supplemental Virtual,300.0,589.0,191.0,36.1100006103516,38.1807,-75.6875,41-Rural: Fringe,16.31,Regular school,Currently operational ,High
30720,Somerset 6/7 Intermediate School,7970 Tawes Campus Road,Westover,MD,21871,Supplemental Virtual,239.0,424.0,147.0,34.7000007629395,38.101515,-75.723364,42-Rural: Distant,12.22,Regular school,Currently operational ,Middle
30721,Carter G Woodson Elementary,281a Woodson School Rd,Crisfield,MD,21817,Supplemental Virtual,280.0,499.0,246.0,37.060001373291,37.974665,-75.849375,32-Town: Distant,13.46,Regular school,Currently operational ,Elementary
30722,Princess Anne Elementary School,11576 Lankford Street,Princess Anne,MD,21853,Supplemental Virtual,211.0,325.0,62.0,25.3299999237061,38.199,-75.6953,31-Town: Fringe,12.83,Regular school,Currently operational ,Elementary
30723,Greenwood Elementary School,11412 Dryden Road,Princess Anne,MD,21853,Supplemental Virtual,296.0,454.0,80.0,35.6399993896484,38.194256,-75.69485,31-Town: Fringe,12.74,Regular school,Currently operational ,Elementary
30724,Benjamin Banneker Elementary,27180 Point Lookout Rd,Loveville,MD,20656,Supplemental Virtual,185.0,536.0,413.0,48.5,38.3301,-76.675701,41-Rural: Fringe,11.05,Regular school,Currently operational ,Elementary
30725,Chopticon High,25390 Colton Point Rd,Morganza,MD,20660,Supplemental Virtual,396.0,1689.0,1375.0,74.9000015258789,38.359659,-76.70622900000001,42-Rural: Distant,22.55,Regular school,Currently operational ,High
30726,Dynard Elementary,23510 Bushwood Rd,Chaptico,MD,20621,Supplemental Virtual,174.0,421.0,338.0,24.899999618530302,38.3134,-76.7588,42-Rural: Distant,16.91,Regular school,Currently operational ,Elementary
30727,Esperanza Middle,22790 Maple Rd,Lexington Park,MD,20653,Supplemental Virtual,307.0,858.0,459.0,53.0,38.2925,-76.4894,13-City: Small,16.19,Regular school,Currently operational ,Middle
30728,Green Holly Elementary School,46060 Millstone Landing Rd,Lexington Park,MD,20653,Supplemental Virtual,234.0,393.0,163.0,39.0,38.294323,-76.482577,13-City: Small,10.08,Regular school,Currently operational ,Elementary
30729,Great Mills High,21130 Great Mills Rd,Great Mills,MD,20634,Supplemental Virtual,821.0,1713.0,634.0,88.1999969482422,38.247434000000005,-76.487496,23-Suburb: Small,19.42,Regular school,Currently operational ,High
30730,Greenview Knolls Elementary,45711 Military Ln,Great Mills,MD,20634,Supplemental Virtual,236.0,419.0,132.0,29.75,38.28,-76.4933,13-City: Small,14.08,Regular school,Currently operational ,Elementary
30731,Hollywood Elementary,44345 Joy Chapel Rd,Hollywood,MD,20636,Supplemental Virtual,100.0,439.0,299.0,29.100000381469698,38.337036,-76.5423,23-Suburb: Small,15.09,Regular school,Currently operational ,Elementary
30732,Leonardtown Elementary,22885 Duke St,Leonardtown,MD,20650,Supplemental Virtual,113.0,436.0,310.0,26.9500007629395,38.2966,-76.6392,31-Town: Fringe,16.18,Regular school,Currently operational ,Elementary
30733,Leonardtown Middle,24015 Point Lookout Rd,Leonardtown,MD,20650,Supplemental Virtual,228.0,1029.0,802.0,53.0,38.273621,-76.61191,41-Rural: Fringe,19.42,Regular school,Currently operational ,Middle
30734,Lexington Park Elementary,46763 Shangri La Dr,Lexington Park,MD,20653,Supplemental Virtual,289.0,445.0,130.0,31.899999618530302,38.260114,-76.45773100000001,13-City: Small,13.95,Regular school,Currently operational ,Elementary
30735,Margaret Brent Middle,29675 Point Lookout Rd,Mechanicsville,MD,20659,Supplemental Virtual,287.0,1002.0,807.0,55.5,38.3801,-76.7161,41-Rural: Fringe,18.05,Regular school,Currently operational ,Middle
30736,Mechanicsville Elementary,28585 Three Notch Rd,Mechanicsville,MD,20659,Supplemental Virtual,75.0,280.0,232.0,19.2000007629395,38.453169,-76.75431,41-Rural: Fringe,14.58,Regular school,Currently operational ,Elementary
30737,Oakville Elementary,26410 Three Notch Road,Mechanicsville,MD,20659,Supplemental Virtual,82.0,269.0,216.0,17.9500007629395,38.394448,-76.646486,42-Rural: Distant,14.99,Regular school,Currently operational ,Elementary
30738,Park Hall Elementary,20343 Hermanville Rd,Park Hall,MD,20667,Supplemental Virtual,322.0,547.0,187.0,39.0999984741211,38.2241,-76.4521,23-Suburb: Small,13.99,Regular school,Currently operational ,Elementary
30739,Piney Point Elementary,44550 Tall Timbers Rd,Tall Timbers,MD,20690,Supplemental Virtual,129.0,406.0,300.0,24.850000381469698,38.1672,-76.5365,41-Rural: Fringe,16.34,Regular school,Currently operational ,Elementary
30740,Ridge Elementary,49430 Airedale Rd,Ridge,MD,20680,Supplemental Virtual,93.0,227.0,154.0,16.4500007629395,38.110675,-76.365809,42-Rural: Distant,13.8,Regular school,Currently operational ,Elementary
30741,Spring Ridge Middle,19856 Three Notch Rd,Lexington Park,MD,20653,Supplemental Virtual,608.0,1067.0,417.0,62.0,38.2123,-76.4014,41-Rural: Fringe,17.21,Regular school,Currently operational ,Middle
30742,Town Creek Elementary,45805 Dent Dr,Lexington Park,MD,20653,Supplemental Virtual,92.0,200.0,128.0,15.3000001907349,38.303000000000004,-76.4907,13-City: Small,13.07,Regular school,Currently operational ,Elementary
30743,White Marsh Elementary,29090 Thompson Corner Rd,Mechanicsville,MD,20659,Supplemental Virtual,66.0,219.0,170.0,15.3000001907349,38.467102000000004,-76.776614,41-Rural: Fringe,14.31,Regular school,Currently operational ,Elementary
30744,Leonardtown High,23995 Point Lookout Rd,Leonardtown,MD,20650,Supplemental Virtual,285.0,1846.0,1366.0,85.6999969482422,38.2698,-76.6112,41-Rural: Fringe,21.54,Regular school,Currently operational ,High
30745,Lettie Marshall Dent Elem,37840 New Market Turner Rd,Mechanicsville,MD,20659,Supplemental Virtual,137.0,541.0,468.0,32.4000015258789,38.4742,-76.7678,41-Rural: Fringe,16.7,Regular school,Currently operational ,Elementary
30746,George Washington Carver Elementary,46155 Carver School Blvd,Great Mills,MD,20634,Supplemental Virtual,417.0,519.0,76.0,41.0499992370605,38.250006,-76.480352,23-Suburb: Small,12.64,Regular school,Currently operational ,Elementary
30747,Chesapeake Charter School,20945 Great Mills Road,Lexington Park,MD,20653,Supplemental Virtual,62.0,477.0,346.0,36.0,38.2429,-76.4929,23-Suburb: Small,13.25,Regular school,Currently operational ,Elementary
30748,Evergreen Elementary School,43765 Wildewood Parkway,California,MD,20619,Supplemental Virtual,155.0,741.0,483.0,42.7999992370605,38.299203000000006,-76.56355699999999,23-Suburb: Small,17.31,Regular school,Currently operational ,Elementary
30749,Captain Walter Francis Duke Elementary,23595 Hayden Farm Lane,Leonardtown,MD,20650,Supplemental Virtual,82.0,527.0,408.0,34.5,38.314275,-76.6373,41-Rural: Fringe,15.28,Regular school,Currently operational ,Elementary
30750,Chapel District Elementary,11430 Cordova Rd,Cordova,MD,21625,Supplemental Virtual,106.0,335.0,278.0,27.0,38.862621000000004,-76.007645,42-Rural: Distant,12.41,Regular school,Currently operational ,Elementary
30751,Easton High,723 Mecklenburg Ave,Easton,MD,21601,Supplemental Virtual,503.0,1170.0,655.0,68.5,38.7558,-76.0657,32-Town: Distant,17.08,Regular school,Currently operational ,High
30752,Easton Middle,201 Peachblossom Rd,Easton,MD,21601,Supplemental Virtual,480.0,854.0,424.0,56.0,38.7631,-76.077,32-Town: Distant,15.25,Regular school,Currently operational ,Middle
30753,Easton Elementary,307 Glenwood Ave,Easton,MD,21601,Supplemental Virtual,734.0,1048.0,304.0,84.25,38.774,-76.0848,32-Town: Distant,12.44,Regular school,Currently operational ,Elementary
30754,St. Michaels Elementary,100 Seymour Ave,St Michaels,MD,21663,Supplemental Virtual,130.0,327.0,217.0,25.75,38.780035,-76.21849,42-Rural: Distant,12.7,Regular school,Currently operational ,Elementary
30755,St. Michaels Middle/High School,200 Seymour Ave,St Michaels,MD,21663,Supplemental Virtual,134.0,418.0,320.0,35.2999992370605,38.780418,-76.216613,42-Rural: Distant,11.84,Regular school,Currently operational ,High
30756,Tilghman Elementary,21374 Foster Ave,Tilghman,MD,21671,Supplemental Virtual,37.0,86.0,81.0,7.400000095367429,38.7127,-76.3381,42-Rural: Distant,11.62,Regular school,Currently operational ,Elementary
30757,White Marsh Elementary,4322 Lovers Ln,Trappe,MD,21673,Supplemental Virtual,139.0,286.0,184.0,22.2999992370605,38.6683,-76.0674,42-Rural: Distant,12.83,Regular school,Currently operational ,Elementary
30759,Eastern Elementary,1320 Yale Dr,Hagerstown,MD,21742,Supplemental Virtual,336.0,418.0,141.0,30.0,39.6246,-77.6929,22-Suburb: Mid-size,13.93,Regular school,Currently operational ,Elementary
30760,Paramount Elementary,19410 Longmeadow Rd,Hagerstown,MD,21742,Supplemental Virtual,129.0,394.0,221.0,26.0,39.6836,-77.6947,22-Suburb: Mid-size,15.15,Regular school,Currently operational ,Elementary
30761,Bester Elementary,385 Mill St,Hagerstown,MD,21740,Supplemental Virtual,393.0,491.0,176.0,41.0,39.633132,-77.720389,13-City: Small,11.98,Regular school,Currently operational ,Elementary
30762,Boonsboro Elementary,5 Campus Ave,Boonsboro,MD,21713,Supplemental Virtual,89.0,491.0,438.0,31.0,39.5139,-77.6509,22-Suburb: Mid-size,15.84,Regular school,Currently operational ,Elementary
30763,Boonsboro Middle,1 J-H Wade Dr,Boonsboro,MD,21713,Supplemental Virtual,183.0,631.0,541.0,43.8400001525879,39.5153,-77.6483,22-Suburb: Mid-size,14.39,Regular school,Currently operational ,Middle
30764,Boonsboro High,10 Campus Ave,Boonsboro,MD,21713,Supplemental Virtual,215.0,873.0,761.0,53.2000007629395,39.516,-77.6516,22-Suburb: Mid-size,16.41,Regular school,Currently operational ,High
30765,Cascade Elementary,14519 Pennersville Rd,Cascade,MD,21719,Supplemental Virtual,62.0,130.0,121.0,6.0,39.714209000000004,-77.49155400000001,31-Town: Fringe,21.67,Regular school,Currently operational ,Elementary
30766,Clear Spring Elementary,12627 Broadfording Rd,Clear Spring,MD,21722,Supplemental Virtual,134.0,348.0,335.0,22.5,39.6568,-77.9338,41-Rural: Fringe,15.47,Regular school,Currently operational ,Elementary
30767,Clear Spring High,12630 Broadfording Rd,Clear Spring,MD,21722,Supplemental Virtual,145.0,470.0,424.0,30.600000381469698,39.6576,-77.9369,41-Rural: Fringe,15.36,Regular school,Currently operational ,High
30768,Clear Spring Middle,12628 Broadfording Rd,Clear Spring,MD,21722,Supplemental Virtual,144.0,340.0,307.0,27.899999618530302,39.6583,-77.9361,41-Rural: Fringe,12.19,Regular school,Currently operational ,Middle
30769,E. Russell Hicks Middle,1321 S Potomac St,Hagerstown,MD,21740,Supplemental Virtual,583.0,890.0,395.0,53.5999984741211,39.6149,-77.7324,13-City: Small,16.6,Regular school,Currently operational ,Middle
30770,Emma K. Doub Elementary,1221 S Potomac St,Hagerstown,MD,21740,Supplemental Virtual,199.0,350.0,208.0,23.0,39.6169,-77.7314,13-City: Small,15.22,Regular school,Currently operational ,Elementary
30771,Fountain Rock Elementary,17145 Lappans Rd,Hagerstown,MD,21740,Supplemental Virtual,88.0,258.0,219.0,18.0,39.5706,-77.7729,41-Rural: Fringe,14.33,Regular school,Currently operational ,Elementary
30772,Fountaindale Elementary,901 Northern Ave,Hagerstown,MD,21742,Supplemental Virtual,151.0,359.0,194.0,24.0,39.6687,-77.7184,13-City: Small,14.96,Regular school,Currently operational ,Elementary
30773,Greenbrier Elementary,21222 San Mar Rd,Boonsboro,MD,21713,Supplemental Virtual,56.0,220.0,170.0,15.359999656677198,39.5572,-77.6303,22-Suburb: Mid-size,14.32,Regular school,Currently operational ,Elementary
30774,Hancock Elementary,290 W Main St,Hancock,MD,21750,Supplemental Virtual,117.0,213.0,205.0,19.0,39.6999,-78.196,42-Rural: Distant,11.21,Regular school,Currently operational ,Elementary
30775,Hancock Middle Senior High,289 W Main St,Hancock,MD,21750,Supplemental Virtual,127.0,235.0,226.0,25.2999992370605,39.6969,-78.1966,42-Rural: Distant,9.29,Regular school,Currently operational ,High
30776,Hickory Elementary,11101 Hickory School Rd,Williamsport,MD,21795,Supplemental Virtual,199.0,297.0,124.0,20.0,39.6189,-77.7761,22-Suburb: Mid-size,14.85,Regular school,Currently operational ,Elementary
30777,Lincolnshire Elementary,17545 Lincolnshire Rd,Hagerstown,MD,21740,Supplemental Virtual,289.0,466.0,293.0,36.0,39.617899,-77.759013,22-Suburb: Mid-size,12.94,Regular school,Currently operational ,Elementary
30778,Maugansville Elementary,18023 Maugans Ave,Maugansville,MD,21767,Supplemental Virtual,344.0,684.0,394.0,44.5,39.690349,-77.741157,22-Suburb: Mid-size,15.37,Regular school,Currently operational ,Elementary
30779,North Hagerstown High,1200 Pennsylvania Ave,Hagerstown,MD,21742,Supplemental Virtual,704.0,1343.0,653.0,77.0,39.6623,-77.7163,13-City: Small,17.44,Regular school,Currently operational ,High
30780,Northern Middle,701 Northern Ave,Hagerstown,MD,21742,Supplemental Virtual,491.0,809.0,391.0,52.0,39.6653,-77.7138,13-City: Small,15.56,Regular school,Currently operational ,Middle
30781,Old Forge Elementary,21615 Old Forge Rd,Hagerstown,MD,21742,Supplemental Virtual,94.0,298.0,265.0,20.0,39.6559,-77.6165,41-Rural: Fringe,14.9,Regular school,Currently operational ,Elementary
30782,Pangborn Elementary,195 Pangborn Blvd,Hagerstown,MD,21740,Supplemental Virtual,525.0,690.0,243.0,50.2999992370605,39.636875,-77.701003,13-City: Small,13.72,Regular school,Currently operational ,Elementary
30783,Pleasant Valley Elementary,1707 Rohrersville Rd,Knoxville,MD,21758,Supplemental Virtual,65.0,204.0,183.0,15.0,39.359235,-77.675381,41-Rural: Fringe,13.6,Regular school,Currently operational ,Elementary
30784,Potomac Heights Elementary,301 E Magnolia Ave,Hagerstown,MD,21742,Supplemental Virtual,183.0,323.0,159.0,20.0,39.6559,-77.6963,22-Suburb: Mid-size,16.15,Regular school,Currently operational ,Elementary
30785,Salem Avenue Elementary,1323 Salem Ave Ext,Hagerstown,MD,21740,Supplemental Virtual,549.0,687.0,261.0,49.0,39.6565,-77.7372,13-City: Small,14.02,Regular school,Currently operational ,Elementary
30786,Sharpsburg Elementary,17525 Shepherdstown Pike,Sharpsburg,MD,21782,Supplemental Virtual,82.0,308.0,296.0,18.5,39.4554,-77.7576,31-Town: Fringe,16.65,Regular school,Currently operational ,Elementary
30787,Smithsburg High,66 N Main St,Smithsburg,MD,21783,Supplemental Virtual,235.0,734.0,591.0,44.2000007629395,39.6597,-77.575,22-Suburb: Mid-size,16.61,Regular school,Currently operational ,High
30788,Smithsburg Elementary,67 N Main St,Smithsburg,MD,21783,Supplemental Virtual,97.0,320.0,270.0,22.0,39.657226,-77.576825,22-Suburb: Mid-size,14.55,Regular school,Currently operational ,Elementary
30789,Smithsburg Middle,68 N Main St,Smithsburg,MD,21783,Supplemental Virtual,240.0,565.0,422.0,39.7999992370605,39.6621,-77.5743,22-Suburb: Mid-size,14.2,Regular school,Currently operational ,Middle
30790,South Hagerstown High,1101 S Potomac St,Hagerstown,MD,21740,Supplemental Virtual,960.0,1381.0,582.0,78.0,39.6204,-77.7322,13-City: Small,17.71,Regular school,Currently operational ,High
30792,Springfield Middle,334 Sunset Ave,Williamsport,MD,21795,Supplemental Virtual,488.0,859.0,581.0,52.7999992370605,39.5935,-77.8117,22-Suburb: Mid-size,16.27,Regular school,Currently operational ,Middle
30793,Western Heights Middle,1300 Marshall St,Hagerstown,MD,21740,Supplemental Virtual,658.0,950.0,440.0,58.5,39.66,-77.729,13-City: Small,16.24,Regular school,Currently operational ,Middle
30794,Williamsport Elementary,1 S Clifton Dr,Williamsport,MD,21795,Supplemental Virtual,270.0,515.0,371.0,34.5,39.5999,-77.8092,22-Suburb: Mid-size,14.93,Regular school,Currently operational ,Elementary
30795,Williamsport High,5 S Clifton Dr,Williamsport,MD,21795,Supplemental Virtual,423.0,901.0,660.0,55.5,39.5966,-77.8102,22-Suburb: Mid-size,16.23,Regular school,Currently operational ,High
30797,Rockland Woods Elementary,18201 Rockland Drive,Hagerstown,MD,21740,Supplemental Virtual,198.0,604.0,323.0,36.0,39.574582,-77.73683199999999,41-Rural: Fringe,16.78,Regular school,Currently operational ,Elementary
30798,Barbara Ingram School for the Arts,7-11 S. Potomac Street,Hagerstown,MD,21740,Supplemental Virtual,75.0,333.0,240.0,22.100000381469698,39.641801,-77.72093000000001,13-City: Small,15.07,Regular school,Currently operational ,High
30799,Ruth Ann Monroe Primary,1311 Yale Drive,Hagerstown,MD,21742,Supplemental Virtual,386.0,556.0,176.0,41.0,39.622805,-77.69139100000001,22-Suburb: Mid-size,13.56,Regular school,Currently operational ,Elementary
30800,Jonathan Hager Elementary,12615 Sedgwick Way,Hagerstown,MD,21740,Supplemental Virtual,258.0,372.0,129.0,27.600000381469698,39.660508,-77.757687,13-City: Small,13.48,Regular school,Currently operational ,Elementary
30802,Salisbury Middle,607 Morris St,Salisbury,MD,21801,Supplemental Virtual,607.0,897.0,222.0,87.0,38.3824,-75.6058,23-Suburb: Small,10.31,Regular school,Currently operational ,Middle
30803,Westside Intermediate,8000 Quantico Rd,Hebron,MD,21830,Supplemental Virtual,177.0,363.0,229.0,27.0,38.414,-75.6957,41-Rural: Fringe,13.44,Regular school,Currently operational ,Elementary
30804,Fruitland Primary,301 N Division St,Fruitland,MD,21826,Supplemental Virtual,206.0,378.0,181.0,35.0,38.3194,-75.6116,23-Suburb: Small,10.8,Regular school,Currently operational ,Elementary
30805,Beaver Run School,31481 Ocean City Rd,Salisbury,MD,21804,Supplemental Virtual,376.0,546.0,125.0,39.0,38.376999999999995,-75.5201,41-Rural: Fringe,14.0,Regular school,Currently operational ,Elementary
30806,Bennett Middle,532 S. Division Street,Fruitland,MD,21826,Supplemental Virtual,603.0,980.0,380.0,76.0,38.315788,-75.629407,23-Suburb: Small,12.89,Regular school,Currently operational ,Middle
30807,Delmar Elementary,811 S Second Street,Delmar,MD,21875,Supplemental Virtual,430.0,843.0,505.0,52.0,38.447812,-75.575409,23-Suburb: Small,16.21,Regular school,Currently operational ,Elementary
